"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","intercropGermplasmDbId","intercropGermplasmName","germplasmEntryNumber","Grain weight - g|CO_350:0005123","Grain yield - g/m2|CO_350:0000260","Heading date - Julian day|CO_350:0000270","Lodging incidence - percent|CO_350:0000165","Lodging severity - 0-9 Rating|CO_350:0005007","Maturity date - Julian day|CO_350:0000271","Pea Flowering Date - 10% - Julian Day|CO_xxx:0003014","Pea Grain Weight - g|CO_xxx:0003006","Pea Grain Yield - g/m2|CO_xxx:0003008","Pea Maturity Date - Julian Day|CO_xxx:0003015","Pea Plant Establishment - plants/ft2|CO_xxx:0003011","Pea Plant Height - cm|timepoint 1|COMP:0000122","Pea Plant Height - cm|timepoint 2|COMP:0000123","Pea Plant Height - cm|timepoint 3|COMP:0000124","Plant establishment - plants/ft2|CO_350:0005124","Plant height - cm|timepoint 1|COMP:0000114","Plant height - cm|timepoint 2|COMP:0000115","Plant height - cm|timepoint 3|COMP:0000116","Test weight - g/L|CO_350:0000259","notes"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704879","IL23-943","IL23-943","plot","754773","B4I_2025_IL_1010","1","7","1010","10","31","test","","733462","NDP250155Y","","1944.9961","380.62546","152","5","1","175","149","297.9994025","58.31690852","175","9","34","56","71.12","26","38","75","91.44","437.2998275","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704690","IL23-1775","IL23-1775","plot","754887","B4I_2025_IL_1011","1","8","1011","10","30","test","","733432","NDP250038Y","","1718.996553","336.3985428","146","2","1","167","154","364.9992682","71.42842822","180","6","32","51","71.12","24","39","74","76.2","485.6931686","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704705","IL23-621","IL23-621","plot","754759","B4I_2025_IL_1012","1","8","1012","10","29","test","","733301","NDP250124Y","","1956.996076","382.9737918","149","5","1","174","148","463.9990697","90.80216628","175","9","36","52","71.12","16","43","80","96.52","465.4559533","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704766","IL23-512","IL23-512","plot","754719","B4I_2025_IL_1013","1","8","1013","10","28","test","","733510","NDP250051Y","","1708.996574","334.4415995","152","10","4","174","149","289.9994186","56.75135393","176","7","35","60","71.12","16","42","77","96.52","428.5010383","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704888","IL23-1556","IL23-1556","plot","754685","B4I_2025_IL_1014","1","8","1014","10","27","test","","733437","NDP250144G","","1762.996465","345.009093","148","5","2","173","150","567.9988612","111.154376","178","3","40","60","71.12","23","48","84","96.52","446.9784958","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704826","IL23-4572","IL23-4572","plot","754857","B4I_2025_IL_1015","1","8","1015","10","26","test","","733362","NDP250139G","","1903.996183","372.6019927","146","5","2","173","144","558.9988792","109.3931271","175","3","36","58","66.04","22","43","76","86.36","446.0986168","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704844","IL23-1806","IL23-1806","plot","754938","B4I_2025_IL_1016","1","7","1016","10","25","test","","733312","NDP250127Y","","1937.996114","379.2555997","151","2","1","175","147","367.9992622","72.01551119","173","6","30","59","60.96","15","39","76","96.52","436.4199486","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704670","IL23-524","IL23-524","plot","754840","B4I_2025_IL_1017","1","7","1017","10","24","test","","733396","NDP170111G","","1824.996341","357.1421411","151","2","1","175","144","250.9994968","49.11927529","175","5","35","50","50.8","21","42","75","96.52","442.5791011","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704866","IL23-1423","IL23-1423","plot","754955","B4I_2025_IL_1018","1","7","1018","10","23","test","","733459","NDP170052G","","1468.997055","287.4749618","149","10","4","174","144","520.9989554","101.9567427","175","7","42","65","66.04","14","40","78","106.68","460.1766797","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704779","IL23-810","IL23-810","plot","754715","B4I_2025_IL_1019","1","7","1019","10","22","test","","733463","NDP120083Y","","2143.995701","419.5686304","154","10","3","176","151","286.9994246","56.16427095","176","7","38","59","60.96","22","42","73","96.52","435.5400697","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704859","IL23-3730","IL23-3730","plot","754816","B4I_2025_IL_102","1","1","102","1","2","test","","733469","NDP170185Y","","2210.995567","432.6801501","152","5","7","176","151","210.999577","41.29150234","175","6","30","50","60.96","18","34","62","81.28","454.0175272","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","530955","IL21-8143","","plot","754819","B4I_2025_IL_1020","1","7","1020","10","21","test","","733340","NDP250076Y","","1994.996","390.4101761","145","5","1","168","147","415.9991659","81.40883874","175","6","34","60","71.12","19","44","83","91.44","467.2157111","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704732","IL23-1206","IL23-1206","plot","754725","B4I_2025_IL_1021","1","8","1021","10","20","test","","733302","NDP250160Y","","2070.995848","405.2829448","149","5","1","173","146","396.999204","77.69064658","175","12","30","60","71.12","20","38","75","96.52","436.4199486","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","515331","IL20-618","IL2020-618","plot","754809","B4I_2025_IL_1022","1","8","1022","10","19","test","","733332","NDP170008G","","1341.997309","262.6217827","144","10","3","168","146","697.9986005","136.5946381","175","8","43","62","71.12","20","44","90","101.6","447.8583747","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","544113","IL22-3365","","plot","754882","B4I_2025_IL_1023","1","8","1023","10","18","test","","733369","NDP170101G","","1749.996491","342.4650668","146","10","4","168","151","369.9992582","72.40689984","177","10","41","70","76.2","21","50","93","106.68","443.45898","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704544","IL23-4722","IL23-4722","plot","754941","B4I_2025_IL_1024","1","8","1024","10","17","test","","733289","NDP250149G","","1791.996407","350.6842284","151","5","2","175","153","466.9990637","91.38924925","177","12","42","52","71.12","23","45","80","96.52","455.777285","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704523","IL23-551","IL23-551","plot","754800","B4I_2025_IL_1025","1","8","1025","10","16","test","","733468","NDP250174Y","","1965.996058","384.7350408","152","2","1","176","150","458.9990797","89.82369466","175","5","39","55","55.88","24","41","74","96.52","420.5821279","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","507655","IL19-5332","19-5332","plot","754683","B4I_2025_IL_1026","1","7","1026","10","15","test","","733469","NDP170185Y","","1962.996064","384.1479578","149","5","2","174","150","496.9990035","97.26007897","175","2","40","50","76.2","30","49","86","96.52","442.5791011","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704492","IL23-1619","IL23-1619","plot","754788","B4I_2025_IL_1027","1","7","1027","10","14","test","","733286","NDP250091Y","","1326.997339","259.6863678","148","2","1","175","155","262.9994727","51.46760718","182","7","33","52","60.96","22","44","79","91.44","473.3748636","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704819","IL23-2021","IL23-2021","plot","754699","B4I_2025_IL_1028","1","7","1028","10","13","test","","733288","NDP250135Y","","2239.995509","438.3552855","150","2","1","173","149","316.9993644","62.03510067","175","5","36","58","55.88","21","42","75","86.36","442.5791011","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704487","IL23-669","IL23-669","plot","754915","B4I_2025_IL_1029","1","7","1029","10","12","test","","733276","NDP250133G","","2089.99581","409.0011369","150","2","1","174","146","278.9994406","54.59871636","175","6","45","57","60.96","24","47","84","91.44","446.0986168","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","507894","IL19-2673","19-2673","plot","754657","B4I_2025_IL_103","1","1","103","1","3","test","","733512","NDP250069Y","","2310.995367","452.2495825","147","10","3","173","148","311.9993745","61.05662905","174","5","32","64","55.88","24","40","79","91.44","465.4559533","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","514584","IL20-7841","IL2020-7841","plot","754784","B4I_2025_IL_1030","1","7","1030","10","11","test","","733413","NDP250153Y","","1972.996044","386.104901","149","0","0","173","146","344.9993083","67.51454174","173","11","36","58","66.04","23","44","83","101.6","443.45898","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704720","IL23-3627","IL23-3627","plot","754902","B4I_2025_IL_1031","1","8","1031","10","10","test","","733328","NDP250138G","","1895.996199","371.0364381","148","10","1","174","144","418.9991599","81.99592171","174","8","39","57","55.88","22","41","82","106.68","475.1346215","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704685","IL23-3655","IL23-3655","plot","754796","B4I_2025_IL_1032","1","8","1032","10","9","test","","733388","NDP250071Y","","1537.996916","300.9778701","150","10","2","173","151","502.9989915","98.43424491","175","15","38","64","71.12","19","44","85","106.68","469.8553479","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704578","IL23-423","IL23-423","plot","754736","B4I_2025_IL_1033","1","8","1033","10","8","test","","733275","NDP160153Y","","1938.996112","379.451294","152","5","2","176","151","422.9991519","82.778699","175","5","37","55","60.96","22","42","77","96.52","447.8583747","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704513","IL23-3572","IL23-3572","plot","754696","B4I_2025_IL_1034","1","8","1034","10","7","test","","733320","NDP250108G","","1949.99609","381.6039316","151","5","2","175","150","495.9990055","97.06438465","181","5","34","56","71.12","21","38","74","91.44","462.8163165","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","705020","IL23-2235","IL23-2235","plot","754813","B4I_2025_IL_1035","1","8","1035","10","6","test","","733419","NDP250043Y","","2017.995954","394.9111456","148","20","7","175","152","403.99919","79.06050685","177","8","33","58","60.96","17","39","76","96.52","480.413895","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704759","IL23-3675","IL23-3675","plot","754948","B4I_2025_IL_1036","1","7","1036","10","5","test","","733489","NDP250187G","","1925.996138","376.9072678","150","20","5","173","153","410.999176","80.43036712","177","9","31","50","66.04","18","40","76","101.6","467.2157111","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","543832","IL22-1939","","plot","754822","B4I_2025_IL_1037","1","7","1037","10","4","test","","733472","NDP250048Y","","2032.995924","397.8465605","146","5","2","171","146","305.9993865","59.88246311","173","8","35","49","55.88","23","43","82","101.6","484.8132897","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704989","IL23-360","IL23-360","plot","754918","B4I_2025_IL_1038","1","7","1038","10","3","test","","733282","NDP250036Y","","2329.995328","455.9677746","153","5","1","176","153","243.9995108","47.74941503","176","8","33","53","55.88","18","42","70","81.28","453.1376483","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704948","IL23-376","IL23-376","plot","754698","B4I_2025_IL_1039","1","7","1039","10","2","test","","733315","NDP250097Y","","2307.995373","451.6624995","151","0","0","175","144","196.999605","38.5517818","175","5","34","47","50.8","23","42","78","96.52","447.8583747","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","704616","IL23-4547","IL23-4547","plot","754860","B4I_2025_IL_104","1","1","104","1","4","test","","733338","NDP170247Y","","1752.996485","343.0521498","143","5","1","172","147","565.9988652","110.7629873","173","11","36","50","55.88","15","40","76","81.28","498.0114736","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6881","B4I_2025_IL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","1.4","3.65","","","","2025-April-25","2025-July-08","140","Urbana, IL","514616","IL20-5913","IL2020-5913","plot","754990","B4I_2025_IL_1040","1","7","1040","10","1","test","","733487","NDP250075Y","","2184.995619","427.5920977","147","5","2","173","149","407.999182","79.84328414","173","8","32","50","50.8","27","40","80","91.44","475.1346215","T1-05/15/25_T2-05/30/25_T3-06/10/25 (Operator: pthyde123, Time: )"
