studyName,studyYear,studyLoc,germplasmName,peaName,pea_type,observationLevel,observationUnitName,plotNumber,blockNumber,oat_yield,pea_yield,oat_fraction,location,management,replicate
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,A11,Icicle Winter Peas,forage,plot,iCrop-UIUC-23_M461_A11xIcicle_Winter_205,205,2,238.8597848,78.89712166,0.751706037,IL,intercrop,2
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,SD181245,Icicle Winter Peas,forage,plot,iCrop-UIUC-23_M461_SD181245xIcicle_Winter_206,206,2,423.0086692,21.01699224,0.952667168,IL,intercrop,2
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,OT3120,DS Admiral,field,plot,iCrop-UIUC-23_M461_OT3120xDS_Admiral_207,207,2,289.4006471,79.06392318,0.785423268,IL,intercrop,2
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,IL17-5238,NDP150412G,field,plot,iCrop-UIUC-23_M461_IL17-5238xNDP150412G_208,208,2,387.8135473,30.85828225,0.926294821,IL,intercrop,2
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,BAKER,NDP150231Y,field,plot,iCrop-UIUC-23_M461_BAKERxNDP150231Y_209,209,2,311.4184485,61.88336603,0.834226988,IL,intercrop,2
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,SD190850,ND Dawn,field,plot,iCrop-UIUC-23_M461_SD190850xND_Dawn_210,210,2,290.2346547,57.88012942,0.833732631,IL,intercrop,2
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,SD170935,AUSTRIAN FIELD PEAS,forage,plot,iCrop-UIUC-23_M461_SD170935xAUSTRIAN_FIELD_211,211,2,203.1642583,99.24690779,0.671814672,IL,intercrop,2
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,HORSEPOWER,Maxum,forage,plot,iCrop-UIUC-23_M461_HORSEPOWERxMaxum_212,212,2,243.5302275,95.4104727,0.718503937,IL,intercrop,2
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,LEGGETT,ND Dawn,field,plot,iCrop-UIUC-23_M461_LEGGETTxND_Dawn_213,213,2,219.1772048,63.55138129,0.775221239,IL,intercrop,2
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,IL17-1253,NDP140510Y,field,plot,iCrop-UIUC-23_M461_IL17-1253xNDP140510Y_214,214,2,289.4006471,65.05259502,0.816470588,IL,intercrop,2
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,OT2130,Frostmaster Peas,forage,plot,iCrop-UIUC-23_M461_OT2130xFrostmaster_215,215,2,238.1925787,69.22263317,0.774823657,IL,intercrop,2
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,HAYDEN,delta field pea,field,plot,iCrop-UIUC-23_M461_HAYDENxdelta_field_216,216,2,293.4038837,65.71980113,0.816999536,IL,intercrop,2
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,A10,ND Victory,field,plot,iCrop-UIUC-23_M461_A10xND_Victory_217,217,2,139.279274,129.771587,0.51766894,IL,intercrop,2
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,CORRAL,Organic 4010,forage,plot,iCrop-UIUC-23_M461_CORRALxOrganic_4010_218,218,2,344.1115475,31.52548836,0.9160746,IL,intercrop,2
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,ND170307,Organic 4010,forage,plot,iCrop-UIUC-23_M461_ND170307xOrganic_4010_219,219,2,256.5407465,42.200786,0.858738135,IL,intercrop,2
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,WARRIOR,Icicle Winter Peas,forage,plot,iCrop-UIUC-23_M461_WARRIORxIcicle_Winter_220,220,2,375.3034328,6.505259502,0.982961992,IL,intercrop,2
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,ND170376,NDP140510Y,field,plot,iCrop-UIUC-23_M461_ND170376xNDP140510Y_221,221,2,208.0015025,92.90844982,0.691241685,IL,intercrop,2
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,OGLE,NDP150412G,field,plot,iCrop-UIUC-23_M461_OGLExNDP150412G_222,222,2,297.5739218,35.86232803,0.892446223,IL,intercrop,2
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,SD190992,Frostmaster Peas,forage,plot,iCrop-UIUC-23_M461_SD190992xFrostmaster_223,223,2,293.2370822,66.72061028,0.814643188,IL,intercrop,2
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,GOLIATH,ND Victory,field,plot,iCrop-UIUC-23_M461_GOLIATHxND_Victory_224,224,2,272.2200899,44.53600736,0.859399684,IL,intercrop,2
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,BUCKSKIN,DS Admiral,field,plot,iCrop-UIUC-23_M461_BUCKSKINxDS_Admiral_225,225,2,238.0257772,71.72465605,0.768443726,IL,intercrop,2
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,ND161488,NDP140510Y,field,plot,iCrop-UIUC-23_M461_ND161488xNDP140510Y_301,301,3,294.2378913,68.88903011,0.810289389,IL,intercrop,3
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,SD170935,DS Admiral,field,plot,iCrop-UIUC-23_M461_SD170935xDS_Admiral_302,302,3,249.701884,69.05583164,0.783359498,IL,intercrop,3
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,SPURS,Maxum,forage,plot,iCrop-UIUC-23_M461_SPURSxMaxum_303,303,3,220.0112124,122.0987168,0.643100926,IL,intercrop,3
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,IL15-5752,ND Victory,field,plot,iCrop-UIUC-23_M461_IL15-5752xND_Victory_304,304,3,282.8953876,73.22586978,0.794379391,IL,intercrop,3
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,ESKER,NDP150231Y,field,plot,iCrop-UIUC-23_M461_ESKERxNDP150231Y_305,305,3,346.1131658,73.22586978,0.825377884,IL,intercrop,3
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,SADDLE,delta field pea,field,plot,iCrop-UIUC-23_M461_SADDLExdelta_field_306,306,3,378.1390588,54.21049585,0.874614198,IL,intercrop,3
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,A25,DS Admiral,field,plot,iCrop-UIUC-23_M461_A25xDS_Admiral_307,307,3,165.4671135,102.0825337,0.618453865,IL,intercrop,3
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,SD190992,NDP140510Y,field,plot,iCrop-UIUC-23_M461_SD190992xNDP140510Y_308,308,3,282.5617845,62.71737366,0.818357488,IL,intercrop,3
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,SD180580,NDP150412G,field,plot,iCrop-UIUC-23_M461_SD180580xNDP150412G_309,309,3,306.5812042,45.37001499,0.871090047,IL,intercrop,3
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,WI_X10642-3,ND Dawn,field,plot,iCrop-UIUC-23_M461_WI-X10642-3xND_Dawn_310,310,3,281.0605708,56.37891569,0.832921404,IL,intercrop,3
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,WI_X10680-3,AUSTRIAN FIELD PEAS,forage,plot,iCrop-UIUC-23_M461_WI-X10680-3xAUSTRIAN_FIELD_311,311,3,271.5528838,81.56594607,0.769012754,IL,intercrop,3
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,MN18038X_008,Organic 4010,forage,plot,iCrop-UIUC-23_M461_MN18038X-008xOrganic_4010_312,312,3,316.0888912,20.85019071,0.938118812,IL,intercrop,3
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,LEGGETT,Frostmaster Peas,forage,plot,iCrop-UIUC-23_M461_LEGGETTxFrostmaster_313,313,3,207.6678995,82.23315217,0.716340621,IL,intercrop,3
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,NEWBURG,ND Victory,field,plot,iCrop-UIUC-23_M461_NEWBURGxND_Victory_314,314,3,258.8759679,51.37486992,0.834408602,IL,intercrop,3
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,SD181245,Maxum,forage,plot,iCrop-UIUC-23_M461_SD181245xMaxum_315,315,3,219.8444109,128.1035717,0.631831256,IL,intercrop,3
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,IL17-1704,Icicle Winter Peas,forage,plot,iCrop-UIUC-23_M461_IL17-1704xIcicle_Winter_316,316,3,315.2548836,19.34897698,0.94217348,IL,intercrop,3
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,WARRIOR,NDP150231Y,field,plot,iCrop-UIUC-23_M461_WARRIORxNDP150231Y_317,317,3,327.4313949,59.7149462,0.84575614,IL,intercrop,3
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,COLT,Frostmaster Peas,forage,plot,iCrop-UIUC-23_M461_COLTxFrostmaster_318,318,3,248.8678763,103.9173505,0.705437352,IL,intercrop,3
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,HAYDEN,AUSTRIAN FIELD PEAS,forage,plot,iCrop-UIUC-23_M461_HAYDENxAUSTRIAN_FIELD_319,319,3,309.5836317,99.08010627,0.75755102,IL,intercrop,3
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,ND170376,Icicle Winter Peas,forage,plot,iCrop-UIUC-23_M461_ND170376xIcicle_Winter_320,320,3,264.2136167,30.85828225,0.895421142,IL,intercrop,3
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,SD191467,ND Dawn,field,plot,iCrop-UIUC-23_M461_SD191467xND_Dawn_321,321,3,386.6459366,65.05259502,0.855982275,IL,intercrop,3
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,RUSHMORE,Organic 4010,forage,plot,iCrop-UIUC-23_M461_RUSHMORExOrganic_4010_322,322,3,330.1002194,54.87770196,0.85745234,IL,intercrop,3
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,SD181237,NDP150231Y,field,plot,iCrop-UIUC-23_M461_SD181237xNDP150231Y_323,323,3,214.0063575,113.591839,0.653258656,IL,intercrop,3
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,A10,Icicle Winter Peas,forage,plot,iCrop-UIUC-23_M461_A10xIcicle_Winter_324,324,3,189.9869378,71.55785453,0.726403061,IL,intercrop,3
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,SABER,AUSTRIAN FIELD PEAS,forage,plot,iCrop-UIUC-23_M461_SABERxAUSTRIAN_FIELD_325,325,3,296.9067157,81.39914454,0.784832451,IL,intercrop,3
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,NATTY,DS Admiral,field,plot,iCrop-UIUC-23_M461_NATTYxDS_Admiral_401,401,4,244.5310367,81.56594607,0.749872123,IL,intercrop,4
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,WI_X10680-3,NDP150231Y,field,plot,iCrop-UIUC-23_M461_WI-X10680-3xNDP150231Y_402,402,4,257.3747542,103.2501444,0.713691027,IL,intercrop,4
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,IL17-1253,AUSTRIAN FIELD PEAS,forage,plot,iCrop-UIUC-23_M461_IL17-1253xAUSTRIAN_FIELD_403,403,4,275.2225174,110.2558085,0.713976633,IL,intercrop,4
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,SD191467,AUSTRIAN FIELD PEAS,forage,plot,iCrop-UIUC-23_M461_SD191467xAUSTRIAN_FIELD_404,404,4,270.3852732,118.0954802,0.69600687,IL,intercrop,4
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,OT2130,ND Victory,field,plot,iCrop-UIUC-23_M461_OT2130xND_Victory_405,405,4,292.9034791,66.05340418,0.81598513,IL,intercrop,4
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,SD181377,Maxum,forage,plot,iCrop-UIUC-23_M461_SD181377xMaxum_406,406,4,297.9075249,133.6080221,0.690374952,IL,intercrop,4
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,OT3120,NDP140510Y,field,plot,iCrop-UIUC-23_M461_OT3120xNDP140510Y_407,407,4,297.7407234,103.0833429,0.742821473,IL,intercrop,4
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,WI_X10710-7,delta field pea,field,plot,iCrop-UIUC-23_M461_WI-X10710-7xdelta_field_408,408,4,301.5771585,72.22506063,0.806782686,IL,intercrop,4
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,BAKER,NDP150412G,field,plot,iCrop-UIUC-23_M461_BAKERxNDP150412G_409,409,4,331.7682346,36.02912955,0.902040816,IL,intercrop,4
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,A11,Frostmaster Peas,forage,plot,iCrop-UIUC-23_M461_A11xFrostmaster_410,410,4,169.6371516,157.6274418,0.518348624,IL,intercrop,4
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,ND161488,Icicle Winter Peas,forage,plot,iCrop-UIUC-23_M461_ND161488xIcicle_Winter_411,411,4,363.627326,18.1813663,0.952380952,IL,intercrop,4
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,IL17-1704,ND Victory,field,plot,iCrop-UIUC-23_M461_IL17-1704xND_Victory_412,412,4,299.7423417,80.23153386,0.788849868,IL,intercrop,4
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,IL15-5752,Maxum,forage,plot,iCrop-UIUC-23_M461_IL15-5752xMaxum_413,413,4,196.3253957,150.9553808,0.565321806,IL,intercrop,4
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,DEON,NDP150231Y,field,plot,iCrop-UIUC-23_M461_DEONxNDP150231Y_414,414,4,270.0516701,95.91087728,0.737921604,IL,intercrop,4
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,BUCKSKIN,Organic 4010,forage,plot,iCrop-UIUC-23_M461_BUCKSKINxOrganic_4010_415,415,4,308.2492195,35.86232803,0.895782841,IL,intercrop,4
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,REINS,Organic 4010,forage,plot,iCrop-UIUC-23_M461_REINSxOrganic_4010_416,416,4,350.7836085,56.37891569,0.861532159,IL,intercrop,4
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,IL17-7339,NDP140510Y,field,plot,iCrop-UIUC-23_M461_IL17-7339xNDP140510Y_417,417,4,353.786036,83.0671598,0.809851088,IL,intercrop,4
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,MN18015X_004,Frostmaster Peas,forage,plot,iCrop-UIUC-23_M461_MN18015X-004xFrostmaster_418,418,4,304.4127844,106.5861749,0.740665584,IL,intercrop,4
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,EXCEL,Icicle Winter Peas,forage,plot,iCrop-UIUC-23_M461_EXCELxIcicle_Winter_419,419,4,363.4605245,20.85019071,0.945746528,IL,intercrop,4
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,IL17-1253,DS Admiral,field,plot,iCrop-UIUC-23_M461_IL17-1253xDS_Admiral_420,420,4,349.4491963,80.56513691,0.812645462,IL,intercrop,4
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,RUSHMORE,ND Dawn,field,plot,iCrop-UIUC-23_M461_RUSHMORExND_Dawn_421,421,4,308.2492195,71.05744995,0.812664908,IL,intercrop,4
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,WI_X10642-3,DS Admiral,field,plot,iCrop-UIUC-23_M461_WI-X10642-3xDS_Admiral_422,422,4,316.7560973,52.20887754,0.858499096,IL,intercrop,4
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,SD181237,NDP150412G,field,plot,iCrop-UIUC-23_M461_SD181237xNDP150412G_423,423,4,282.06138,57.71332789,0.830142366,IL,intercrop,4
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,HORSEPOWER,ND Dawn,field,plot,iCrop-UIUC-23_M461_HORSEPOWERxND_Dawn_424,424,4,357.9560742,58.54733552,0.859431318,IL,intercrop,4
Illinois_OatPeaIntercropPilot_2023_Urbana,2023,IL,GOPHER,ND Dawn,field,plot,iCrop-UIUC-23_M461_GOPHERxND_Dawn_425,425,4,202.6638537,69.55623622,0.744485294,IL,intercrop,4
Cornell_OatPeaIntercropPilot_2023_Ithaca,2023,NY,SABER,Maxum,forage,plot,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_1,1,1,99.29453263,163.8007055,0.377409083,NY,intercrop,5
Cornell_OatPeaIntercropPilot_2023_Ithaca,2023,NY,ND170376,AUSTRIAN FIELD PEAS,forage,plot,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_2,2,1,25.79365079,64.7707231,0.284810127,NY,intercrop,5
Cornell_OatPeaIntercropPilot_2023_Ithaca,2023,NY,NATTY,Frostmaster Peas,forage,plot,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_3,3,1,4.938271605,100.308642,0.046920821,NY,intercrop,5
Cornell_OatPeaIntercropPilot_2023_Ithaca,2023,NY,WI_X10680-3,delta field pea,field,plot,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_4,4,1,87.25749559,172.5308642,0.335879158,NY,intercrop,5
Cornell_OatPeaIntercropPilot_2023_Ithaca,2023,NY,ND170307,DS Admiral,field,plot,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_5,5,1,50.48500882,131.3492063,0.277643065,NY,intercrop,5
Cornell_OatPeaIntercropPilot_2023_Ithaca,2023,NY,ESKER,NDP140510Y,field,plot,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_6,6,1,56.39329806,101.5873016,0.356963438,NY,intercrop,5
Cornell_OatPeaIntercropPilot_2023_Ithaca,2023,NY,SD180580,DS Admiral,field,plot,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_7,7,1,54.71781305,116.622575,0.319351518,NY,intercrop,5
Cornell_OatPeaIntercropPilot_2023_Ithaca,2023,NY,IL17-1253,DS Admiral,field,plot,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_8,8,1,81.74603175,125,0.395393474,NY,intercrop,5
Cornell_OatPeaIntercropPilot_2023_Ithaca,2023,NY,CORRAL,Frostmaster Peas,forage,plot,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_9,9,1,0.308641975,115.1234568,0.002673797,NY,intercrop,5
Cornell_OatPeaIntercropPilot_2023_Ithaca,2023,NY,A25,ND Dawn,field,plot,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_10,10,1,36.15520282,88.22751323,0.290677065,NY,intercrop,5
Cornell_OatPeaIntercropPilot_2023_Ithaca,2023,NY,EXCEL,ND Victory,field,plot,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_11,11,1,37.91887125,219.8853616,0.147083975,NY,intercrop,5
Cornell_OatPeaIntercropPilot_2023_Ithaca,2023,NY,SD181237,ND Dawn,field,plot,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_12,12,1,108.377425,108.8183422,0.498984977,NY,intercrop,5
Cornell_OatPeaIntercropPilot_2023_Ithaca,2023,NY,IL17-5238,Organic 4010,forage,plot,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_13,13,1,51.58730159,104.6296296,0.33022862,NY,intercrop,5
Cornell_OatPeaIntercropPilot_2023_Ithaca,2023,NY,IL17-1704,delta field pea,field,plot,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_14,14,1,66.57848325,162.8747795,0.290161414,NY,intercrop,5
Cornell_OatPeaIntercropPilot_2023_Ithaca,2023,NY,A11,NDP140510Y,field,plot,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_15,15,1,43.51851852,150.3968254,0.224420191,NY,intercrop,5
Cornell_OatPeaIntercropPilot_2023_Ithaca,2023,NY,WARRIOR,ND Victory,field,plot,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_16,16,1,25.92592593,169.2680776,0.132821324,NY,intercrop,5
Cornell_OatPeaIntercropPilot_2023_Ithaca,2023,NY,ND161488,Maxum,forage,plot,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_17,17,1,0.57319224,142.372134,0.00400987,NY,intercrop,5
Cornell_OatPeaIntercropPilot_2023_Ithaca,2023,NY,A10,NDP150412G,field,plot,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_18,18,1,31.34920635,147.0017637,0.175772559,NY,intercrop,5
Cornell_OatPeaIntercropPilot_2023_Ithaca,2023,NY,OT3120,NDP150231Y,field,plot,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_19,19,1,71.78130511,127.2486772,0.360655738,NY,intercrop,5
Cornell_OatPeaIntercropPilot_2023_Ithaca,2023,NY,LEGGETT,Icicle Winter Peas,forage,plot,Cornell_OatPeaIntercropPilot_2023_Ithaca-PLOT_20,20,1,88.49206349,122.5749559,0.419260497,NY,intercrop,5
