"","studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","germplasmEntryNumber","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Biomass_1_oat_g","Biomass_2_oat_g","Biomass_3_oat_g","Biomass_4_oat_g","Grain weight - g|CO_350:0005123","oat_grain_yield","Lodging","Biomass_1_pea_g","Biomass_2_pea_g","Biomass_3_pea_g","Biomass_4_pea_g","Pea grain weight - g|COMP:0000009","pea_grain_yield","Pea plant establishment - plants/ft2|COMP:0000052","Pea plant height - cm|day 151|COMP:0000087","Pea plant height - cm|day 176|COMP:0000088","Pea plant height - cm|day 196|COMP:0000089","Pea plant height - cm|day 214|COMP:0000090","Plant establishment - plants/ft2|CO_350:0005124","Plant height - cm|day 151|COMP:0000075","Plant height - cm|day 176|COMP:0000076","Plant height - cm|day 196|COMP:0000077","Plant height - cm|day 214|COMP:0000078","Biomass_1_weed_g","Biomass_2_weed_g","Biomass_3_weed_g","Biomass_4_weed_g","notes","AUSTRIAN FIELD PEAS","DS Admiral","Frostmaster Peas","Icicle Winter Peas","Maxum","ND Dawn","ND Victory","NDP140510Y","NDP150231Y","NDP150412G","Organic 4010","delta field pea","peaName","pea_type"
"193",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",97970,"ESKER","Esker,WI X8179-2,WIX8179-2",NA,"subplot",713745,"SpringOatPeaIntercrop_2024_NY_143_subplot_2",1,3,143,5,13,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,14,25,89,103,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"194",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",97970,"ESKER","Esker,WI X8179-2,WIX8179-2",NA,"subplot",713748,"SpringOatPeaIntercrop_2024_NY_143_subplot_3",1,3,143,5,13,"test",NA,43.1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,25,20,89,98,98,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"195",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",97970,"ESKER","Esker,WI X8179-2,WIX8179-2",NA,"plot",711317,"SpringOatPeaIntercrop_2024_NY_144",1,3,144,5,14,"test",NA,NA,NA,NA,NA,360,123,3,NA,NA,NA,NA,27,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frostmaster Peas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frostmaster Peas","forage"
"196",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",97970,"ESKER","Esker,WI X8179-2,WIX8179-2",NA,"subplot",714408,"SpringOatPeaIntercrop_2024_NY_144_subplot_1",1,3,144,5,14,"test",NA,NA,NA,201.4,NA,NA,NA,NA,NA,NA,52.5,NA,NA,NA,4,18,63,90,91,13,28,91,100,96,NA,NA,150.8,NA,NA,NA,NA,"Frostmaster Peas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frostmaster Peas","forage"
"197",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",97970,"ESKER","Esker,WI X8179-2,WIX8179-2",NA,"subplot",714410,"SpringOatPeaIntercrop_2024_NY_144_subplot_2",1,3,144,5,14,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,19,84,85,100,27,26,97,96,101,NA,NA,NA,NA,NA,NA,NA,"Frostmaster Peas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frostmaster Peas","forage"
"198",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",97970,"ESKER","Esker,WI X8179-2,WIX8179-2",NA,"subplot",714412,"SpringOatPeaIntercrop_2024_NY_144_subplot_3",1,3,144,5,14,"test",NA,17.7,NA,NA,NA,NA,NA,NA,3.9,NA,NA,NA,NA,NA,3,15,69,75,65,12,22,87,90,90,14.7,NA,NA,NA,NA,NA,NA,"Frostmaster Peas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frostmaster Peas","forage"
"199",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",100173,"BUCKSKIN","Buckskin,IL 99-1338,IL99-1338",NA,"plot",711204,"SpringOatPeaIntercrop_2024_NY_145",1,3,145,5,15,"test",NA,NA,NA,NA,NA,85,30,0,NA,NA,NA,NA,34,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NDP140510Y",NA,NA,NA,NA,"NDP140510Y","field"
"200",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",100173,"BUCKSKIN","Buckskin,IL 99-1338,IL99-1338",NA,"subplot",713633,"SpringOatPeaIntercrop_2024_NY_145_subplot_1",1,3,145,5,15,"test",NA,NA,180,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,2,14,52,52,51,12,22,83,83,83,NA,85.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NDP140510Y",NA,NA,NA,NA,"NDP140510Y","field"
"201",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",100173,"BUCKSKIN","Buckskin,IL 99-1338,IL99-1338",NA,"subplot",713635,"SpringOatPeaIntercrop_2024_NY_145_subplot_2",1,3,145,5,15,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,14,52,61,53,39,25,86,87,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NDP140510Y",NA,NA,NA,NA,"NDP140510Y","field"
"202",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",100173,"BUCKSKIN","Buckskin,IL 99-1338,IL99-1338",NA,"subplot",713638,"SpringOatPeaIntercrop_2024_NY_145_subplot_3",1,3,145,5,15,"test",NA,NA,NA,178.9,NA,NA,NA,NA,NA,NA,26.6,NA,NA,NA,8,17,48,63,67,19,25,84,84,87,NA,NA,133.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NDP140510Y",NA,NA,NA,NA,"NDP140510Y","field"
"203",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",100173,"BUCKSKIN","Buckskin,IL 99-1338,IL99-1338",NA,"plot",711247,"SpringOatPeaIntercrop_2024_NY_146",1,3,146,5,16,"test",NA,NA,NA,NA,NA,78,27,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"204",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",100173,"BUCKSKIN","Buckskin,IL 99-1338,IL99-1338",NA,"subplot",714014,"SpringOatPeaIntercrop_2024_NY_146_subplot_1",1,3,146,5,16,"test",NA,NA,242.8,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,1,0,0,0,0,18,25,84,87,87,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"205",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",100173,"BUCKSKIN","Buckskin,IL 99-1338,IL99-1338",NA,"subplot",714016,"SpringOatPeaIntercrop_2024_NY_146_subplot_2",1,3,146,5,16,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,23,27,79,82,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"206",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",100173,"BUCKSKIN","Buckskin,IL 99-1338,IL99-1338",NA,"subplot",714017,"SpringOatPeaIntercrop_2024_NY_146_subplot_3",1,3,146,5,16,"test",NA,NA,NA,123.4,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,6,22,82,86,83,NA,NA,173.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"207",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",499634,"A10","A10",NA,"plot",711270,"SpringOatPeaIntercrop_2024_NY_147",1,3,147,5,17,"test",NA,NA,NA,NA,NA,132,51,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"208",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",499634,"A10","A10",NA,"subplot",713895,"SpringOatPeaIntercrop_2024_NY_147_subplot_1",1,3,147,5,17,"test",NA,NA,124.6,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,12,17,65,76,91,NA,82.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"209",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",499634,"A10","A10",NA,"subplot",713897,"SpringOatPeaIntercrop_2024_NY_147_subplot_2",1,3,147,5,17,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,18,16,69,90,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"210",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",499634,"A10","A10",NA,"subplot",713899,"SpringOatPeaIntercrop_2024_NY_147_subplot_3",1,3,147,5,17,"test",NA,NA,NA,229.5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,18,15,67,87,91,NA,NA,60.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"211",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",499634,"A10","A10",NA,"plot",711191,"SpringOatPeaIntercrop_2024_NY_148",1,3,148,5,18,"test",NA,NA,NA,NA,NA,132,54,0,NA,NA,NA,NA,38,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Organic 4010",NA,"Organic 4010","forage"
"212",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",499634,"A10","A10",NA,"subplot",713730,"SpringOatPeaIntercrop_2024_NY_148_subplot_1",1,3,148,5,18,"test",NA,NA,133.8,NA,NA,NA,NA,NA,NA,29.2,NA,NA,NA,NA,7,14,68,69,84,16,19,81,73,94,NA,70.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Organic 4010",NA,"Organic 4010","forage"
"213",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",499634,"A10","A10",NA,"subplot",713733,"SpringOatPeaIntercrop_2024_NY_148_subplot_2",1,3,148,5,18,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,20,77,76,95,33,21,69,94,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Organic 4010",NA,"Organic 4010","forage"
"214",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",499634,"A10","A10",NA,"subplot",713735,"SpringOatPeaIntercrop_2024_NY_148_subplot_3",1,3,148,5,18,"test",NA,NA,NA,196.1,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,6,18,58,64,66,12,19,67,80,79,NA,NA,130.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Organic 4010",NA,"Organic 4010","forage"
"215",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",531141,"SD190992",NA,NA,"plot",711350,"SpringOatPeaIntercrop_2024_NY_149",1,3,149,5,19,"test",NA,NA,NA,NA,NA,352,94,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"216",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",531141,"SD190992",NA,NA,"subplot",714484,"SpringOatPeaIntercrop_2024_NY_149_subplot_1",1,3,149,5,19,"test",NA,33.9,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,14,22,74,94,89,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"217",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",531141,"SD190992",NA,NA,"subplot",714486,"SpringOatPeaIntercrop_2024_NY_149_subplot_2",1,3,149,5,19,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,20,21,79,98,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"218",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",531141,"SD190992",NA,NA,"subplot",714488,"SpringOatPeaIntercrop_2024_NY_149_subplot_3",1,3,149,5,19,"test",NA,NA,NA,295.4,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,15,24,73,93,91,NA,NA,61.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"219",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510798,"SD181237","SD181237",NA,"subplot",714107,"SpringOatPeaIntercrop_2024_NY_14_subplot_1",1,1,14,2,7,"test",NA,28.7,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,1,19,91,91,72,33,28,103,127,133,10.4,NA,NA,NA,NA,NA,NA,NA,NA,"Maxum",NA,NA,NA,NA,NA,NA,NA,"Maxum","forage"
"220",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510798,"SD181237","SD181237",NA,"subplot",714108,"SpringOatPeaIntercrop_2024_NY_14_subplot_2",1,1,14,2,7,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,100,97,91,21,27,105,128,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maxum",NA,NA,NA,NA,NA,NA,NA,"Maxum","forage"
"221",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510798,"SD181237","SD181237",NA,"subplot",714109,"SpringOatPeaIntercrop_2024_NY_14_subplot_3",1,1,14,2,7,"test",NA,NA,NA,329.7,NA,NA,NA,NA,NA,NA,123.5,NA,NA,NA,6,21,90,103,71,36,27,100,127,126,NA,NA,52.5,NA,NA,NA,NA,NA,NA,"Maxum",NA,NA,NA,NA,NA,NA,NA,"Maxum","forage"
"222",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510822,"MN18015X_004","MN-18015X-004,MN18015X-004,MN18015X004",NA,"plot",711174,"SpringOatPeaIntercrop_2024_NY_15",1,1,15,2,6,"test",NA,NA,NA,NA,NA,184,61,0,NA,NA,NA,NA,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Icicle Winter Peas",NA,NA,NA,NA,NA,NA,NA,NA,"Icicle Winter Peas","forage"
"223",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",531141,"SD190992",NA,NA,"plot",711279,"SpringOatPeaIntercrop_2024_NY_150",1,3,150,5,20,"test",NA,NA,NA,NA,NA,162,64,0,NA,NA,NA,NA,20,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NDP150412G",NA,NA,"NDP150412G","field"
"224",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",531141,"SD190992",NA,NA,"subplot",714080,"SpringOatPeaIntercrop_2024_NY_150_subplot_1",1,3,150,5,20,"test",NA,32.1,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,8,13,60,55,66,18,24,85,98,100,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NDP150412G",NA,NA,"NDP150412G","field"
"225",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",531141,"SD190992",NA,NA,"subplot",714081,"SpringOatPeaIntercrop_2024_NY_150_subplot_2",1,3,150,5,20,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,17,68,65,53,9,26,82,98,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NDP150412G",NA,NA,"NDP150412G","field"
"226",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",531141,"SD190992",NA,NA,"subplot",714082,"SpringOatPeaIntercrop_2024_NY_150_subplot_3",1,3,150,5,20,"test",NA,NA,NA,198.9,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,0,9,36,59,53,13,17,75,97,99,NA,NA,113.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NDP150412G",NA,NA,"NDP150412G","field"
"227",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510822,"MN18015X_004","MN-18015X-004,MN18015X-004,MN18015X004",NA,"plot",711234,"SpringOatPeaIntercrop_2024_NY_151",1,4,151,6,20,"test",NA,NA,NA,NA,NA,112,44,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"228",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510822,"MN18015X_004","MN-18015X-004,MN18015X-004,MN18015X004",NA,"subplot",713763,"SpringOatPeaIntercrop_2024_NY_151_subplot_1",1,4,151,6,20,"test",NA,NA,164.4,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,16,26,76,85,83,NA,79.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"229",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510822,"MN18015X_004","MN-18015X-004,MN18015X-004,MN18015X004",NA,"subplot",713765,"SpringOatPeaIntercrop_2024_NY_151_subplot_2",1,4,151,6,20,"test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,0,23,25,86,91,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
"230",2024,5055,"Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials",6669,"SpringOatPeaIntercrop_2024_NY","Oat breeding programs collaborating on oat intercropping trials","Augmented",1.26,NA,NA,NA,NA,"2024-May-03","2024-August-12",82,"Ithaca, NY",510822,"MN18015X_004","MN-18015X-004,MN18015X-004,MN18015X004",NA,"subplot",713767,"SpringOatPeaIntercrop_2024_NY_151_subplot_3",1,4,151,6,20,"test",NA,NA,NA,212.2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,17,24,77,86,90,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture"
