"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","intercropGermplasmDbId","intercropGermplasmName","germplasmEntryNumber","Crown rust severity (flag leaf) - percent|CO_350:0005029","Crown rust severity (flag leaf) - percent|day 153|COMP:0000162","Crown rust severity (flag leaf) - percent|day 161|COMP:0000163","Grain moisture content - percent|CO_350:0000536","Grain weight - g|CO_350:0005123","Grain yield - g/m2|CO_350:0000260","Heading date - Julian day|CO_350:0000270","Lodging severity - 0-9 Rating|CO_350:0005007","Maturity date - Julian day|CO_350:0000271","Pea Flowering Date - 10% - Julian Day|CO_xxx:0003014","Pea Grain Moisture Content - %|CO_xxx:0003018","Pea Grain Weight - g|CO_xxx:0003006","Pea Grain Yield - g/m2|CO_xxx:0003008","Pea Maturity Date - Julian Day|CO_xxx:0003015","Pea Plant Establishment - plants/ft2|CO_xxx:0003011","Pea Plant Height - cm|timepoint 1|COMP:0000122","Pea Plant Height - cm|timepoint 2|COMP:0000123","Pea Plant Height - cm|timepoint 3|COMP:0000124","Pea Plant Height - cm|timepoint 4|COMP:0000125","Pea Test Weight - g/L|CO_xxx:0003016","Pea Thousand Grain Weight - g|CO_xxx:0003017","Plant establishment - plants/ft2|CO_350:0005124","Plant height - cm|timepoint 1|COMP:0000114","Plant height - cm|timepoint 2|COMP:0000115","Plant height - cm|timepoint 3|COMP:0000116","Plant height - cm|timepoint 4|COMP:0000117","Test weight - g/L|CO_350:0000259","Thousand grain weight - g|CO_350:0000251","notes"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704679","IL23-3842","IL23-3842","subplot","736860","B4I_2025_NY_5006_subplot_1","1","5","5006","1","6","test","","","","","","","","","","","","","","","","","","","15","21","83","80","73","","","12","35","87","96","88","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704679","IL23-3842","IL23-3842","subplot","736861","B4I_2025_NY_5006_subplot_2","1","5","5006","1","6","test","","","","","","","","","","","","","","","","","","","10","23","89","56","33","","","28","37","87","62","48","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704679","IL23-3842","IL23-3842","subplot","736862","B4I_2025_NY_5006_subplot_3","1","5","5006","1","6","test","","","","","","","","","","","","","","","","","","","2","23","76","83","68","","","12","34","78","107","86","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704619","IL23-1650","IL23-1650","plot","734718","B4I_2025_NY_5007","1","5","5007","1","7","test","","733325","NDP250163Y","","60","10","60","9.17123836927122","516.2","103.24","169","9","198","173","9.40541824945754","575.5","115.1","204","","","","","","1058.0708379972","204.2","","","","","","414.158650152826","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704619","IL23-1650","IL23-1650","subplot","737409","B4I_2025_NY_5007_subplot_1","1","5","5007","1","7","test","","","","","","","","","","","","","","","","","","","5","19","71","90","22","","","10","28","69","76","30","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704619","IL23-1650","IL23-1650","subplot","737410","B4I_2025_NY_5007_subplot_2","1","5","5007","1","7","test","","","","","","","","","","","","","","","","","","","11","23","83","96","15","","","18","33","77","73","25","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704619","IL23-1650","IL23-1650","subplot","737411","B4I_2025_NY_5007_subplot_3","1","5","5007","1","7","test","","","","","","","","","","","","","","","","","","","11","21","84","89","13","","","25","31","72","69","27","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704630","IL23-739","IL23-739","plot","734743","B4I_2025_NY_5008","1","5","5008","1","8","test","","733422","NDP250063Y","","60","5","60","10.5779550168199","283.9","59.76842105","171","4","204","174","","225.7","47.51578947","205","","","","","","966.18180852","","","","","","","430.280431845569","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704630","IL23-739","IL23-739","subplot","737442","B4I_2025_NY_5008_subplot_1","1","5","5008","1","8","test","","","","","","","","","","","","","","","","","","","8","23","78","87","84","","","20","34","74","105","100","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704630","IL23-739","IL23-739","subplot","737443","B4I_2025_NY_5008_subplot_2","1","5","5008","1","8","test","","","","","","","","","","","","","","","","","","","15","23","85","108","101","","","17","32","79","93","92","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704630","IL23-739","IL23-739","subplot","737444","B4I_2025_NY_5008_subplot_3","1","5","5008","1","8","test","","","","","","","","","","","","","","","","","","","3","20","79","92","90","","","16","30","74","108","104","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","530742","IL21-4011","","plot","734739","B4I_2025_NY_5009","1","5","5009","1","9","test","","733512","NDP250069Y","","40","5","40","8.68167146522407","596.1","125.4947368","170","7","205","174","9.4685212335389","493.4","103.8736842","205","","","","","","1065.67620218412","233.7","","","","","","464.269502894499","19.8",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","530742","IL21-4011","","subplot","737508","B4I_2025_NY_5009_subplot_1","1","5","5009","1","9","test","","","","","","","","","","","","","","","","","","","4","19","73","78","77","","","6","26","71","94","89","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","530742","IL21-4011","","subplot","737509","B4I_2025_NY_5009_subplot_2","1","5","5009","1","9","test","","","","","","","","","","","","","","","","","","","6","21","63","89","59","","","10","31","72","111","92","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","530742","IL21-4011","","subplot","737510","B4I_2025_NY_5009_subplot_3","1","5","5009","1","9","test","","","","","","","","","","","","","","","","","","","7","20","77","88","35","","","21","31","80","102","51","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","530784","IL21-4020","","plot","734726","B4I_2025_NY_5010","1","5","5010","1","10","test","","733395","NDP250131Y","","60","5","60","8.76314814659034","625.5","131.6842105","170","7","198","173","8.3641216943694","453.3","95.43157895","205","","","","","","1058.58140377304","182.1","","","","","","424.181104985799","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","530784","IL21-4020","","subplot","737583","B4I_2025_NY_5010_subplot_1","1","5","5010","1","10","test","","","","","","","","","","","","","","","","","","","8","20","83","89","52","","","25","30","80","104","63","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","530784","IL21-4020","","subplot","737584","B4I_2025_NY_5010_subplot_2","1","5","5010","1","10","test","","","","","","","","","","","","","","","","","","","13","24","86","99","65","","","27","31","84","108","66","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","530784","IL21-4020","","subplot","737585","B4I_2025_NY_5010_subplot_3","1","5","5010","1","10","test","","","","","","","","","","","","","","","","","","","9","18","66","86","79","","","11","24","73","98","91","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","543788","IL22-6261","","plot","734738","B4I_2025_NY_5011","1","5","5011","1","11","test","","733349","NDP250041Y","","60","5","60","9.27673339883404","656.4","134.6461538","170","7","202","174","","314.5","64.51282051","218","","","","","","928.63635435","","","","","","","426.100026277035","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","543788","IL22-6261","","subplot","737193","B4I_2025_NY_5011_subplot_1","1","5","5011","1","11","test","","","","","","","","","","","","","","","","","","","3","17","75","86","73","","","4","28","73","96","86","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","543788","IL22-6261","","subplot","737194","B4I_2025_NY_5011_subplot_2","1","5","5011","1","11","test","","","","","","","","","","","","","","","","","","","3","22","77","85","80","","","14","34","74","92","83","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","543788","IL22-6261","","subplot","737195","B4I_2025_NY_5011_subplot_3","1","5","5011","1","11","test","","","","","","","","","","","","","","","","","","","9","22","75","85","84","","","16","32","77","91","95","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704624","IL23-1614","IL23-1614","plot","734962","B4I_2025_NY_5012","1","5","5012","1","12","test","","733385","NDP121711R","","100","20","100","8.28698902620018","557.8","112.9721519","171","6","203","173","8.80300517485751","364.8","73.8835443","203","","","","","","1052.60512807319","206.2","","","","","","483.44023730554","20",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704624","IL23-1614","IL23-1614","subplot","737757","B4I_2025_NY_5012_subplot_1","1","5","5012","1","12","test","","","","","","","","","","","","","","","","","","","5","16","67","73","80","","","28","29","76","99","99","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704624","IL23-1614","IL23-1614","subplot","737758","B4I_2025_NY_5012_subplot_2","1","5","5012","1","12","test","","","","","","","","","","","","","","","","","","","8","17","63","70","69","","","24","32","82","101","98","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704624","IL23-1614","IL23-1614","subplot","737759","B4I_2025_NY_5012_subplot_3","1","5","5012","1","12","test","","","","","","","","","","","","","","","","","","","6","15","64","74","75","","","15","26","74","100","102","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704864","IL23-2751","IL23-2751","plot","735035","B4I_2025_NY_5013","1","5","5013","1","13","test","","733307","NDP250055G","","60","10","60","9.37261946710866","536.6","107.32","174","9","205","174","","313.9","62.78","204","","","","","","876.3636276","","","","","","","367.44926307777","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704864","IL23-2751","IL23-2751","subplot","737688","B4I_2025_NY_5013_subplot_1","1","5","5013","1","13","test","","","","","","","","","","","","","","","","","","","7","20","67","76","24","","","10","19","61","91","39","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704864","IL23-2751","IL23-2751","subplot","737689","B4I_2025_NY_5013_subplot_2","1","5","5013","1","13","test","","","","","","","","","","","","","","","","","","","6","19","63","68","22","","","25","26","68","95","26","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704864","IL23-2751","IL23-2751","subplot","737690","B4I_2025_NY_5013_subplot_3","1","5","5013","1","13","test","","","","","","","","","","","","","","","","","","","8","19","66","75","54","","","30","25","70","96","83","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704506","IL23-3443","IL23-3443","plot","735051","B4I_2025_NY_5014","1","5","5014","1","14","test","","733308","NDP250100Y","","60","5","60","9.48474402752932","668.88","148.64","172","9","204","176","","269.1","59.8","205","","","","","","884.81817297","","","","","","","456.218562010375","17.3",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704506","IL23-3443","IL23-3443","subplot","737805","B4I_2025_NY_5014_subplot_1","1","5","5014","1","14","test","","","","","","","","","","","","","","","","","","","14","16","65","72","31","","","24","25","59","93","31","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6824","B4I_2025_NY","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-25","2025-August-06","82","Ithaca, NY","704506","IL23-3443","IL23-3443","subplot","737806","B4I_2025_NY_5014_subplot_2","1","5","5014","1","14","test","","","","","","","","","","","","","","","","","","","18","22","64","70","56","","","25","25","60","86","49","","",""
