studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,intercropGermplasmDbId,intercropGermplasmName,germplasmEntryNumber,Heading date - Julian day|CO_350:0000270,Lodging severity - 0-9 Rating|CO_350:0005007,Maturity date - Julian day|CO_350:0000271,Pea Flowering Date - 10% - Julian Day|CO_xxx:0003014,Pea Maturity Date - Julian Day|CO_xxx:0003015,Pea Plant Establishment - plants/ft2|CO_xxx:0003011,Pea Plant Height - cm|timepoint 1|COMP:0000122,Pea Plant Height - cm|timepoint 2|COMP:0000123,Pea Plant Height - cm|timepoint 3|COMP:0000124,Plant establishment - plants/ft2|CO_350:0005124,Plant height - cm|timepoint 1|COMP:0000114,Plant height - cm|timepoint 2|COMP:0000115,Plant height - cm|timepoint 3|COMP:0000116,notes
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",202048,IL17-3125,,subplot,741620,B4I_2025_ND_4006_subplot_2,1,4,4006,1,6,test,,,,,,,,,,7,15,44,58,22,25,71,73,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",202048,IL17-3125,,subplot,741621,B4I_2025_ND_4006_subplot_3,1,4,4006,1,6,test,,,,,,,,,,8,18,55,60,14,26,75,80,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",514939,IL20-8446,,plot,734669,B4I_2025_ND_4007,1,4,4007,1,7,test,,733456,NDP250065Y,,175,2,209,181,217,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",514939,IL20-8446,,subplot,740584,B4I_2025_ND_4007_subplot_1,1,4,4007,1,7,test,,,,,,,,,,7,21,65,70,17,27,55,58,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",514939,IL20-8446,,subplot,740585,B4I_2025_ND_4007_subplot_2,1,4,4007,1,7,test,,,,,,,,,,8,20,56,67,17,32,56,61,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",514939,IL20-8446,,subplot,740586,B4I_2025_ND_4007_subplot_3,1,4,4007,1,7,test,,,,,,,,,,9,21,65,66,11,31,60,66,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704831,IL23-271,IL23-271,plot,734694,B4I_2025_ND_4008,1,4,4008,1,8,test,,733424,NDP250056G,,177,3,216,185,220,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704831,IL23-271,IL23-271,subplot,741436,B4I_2025_ND_4008_subplot_1,1,4,4008,1,8,test,,,,,,,,,,10,17,62,71,13,28,62,58,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704831,IL23-271,IL23-271,subplot,741437,B4I_2025_ND_4008_subplot_2,1,4,4008,1,8,test,,,,,,,,,,9,14,55,62,3,29,56,59,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704831,IL23-271,IL23-271,subplot,741438,B4I_2025_ND_4008_subplot_3,1,4,4008,1,8,test,,,,,,,,,,6,16,62,70,17,29,59,63,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704705,IL23-621,IL23-621,plot,734708,B4I_2025_ND_4009,1,4,4009,1,9,test,,733387,NDP250168Y,,177,2,215,183,219,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704705,IL23-621,IL23-621,subplot,740803,B4I_2025_ND_4009_subplot_1,1,4,4009,1,9,test,,,,,,,,,,6,20,71,76,17,27,58,66,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704705,IL23-621,IL23-621,subplot,740804,B4I_2025_ND_4009_subplot_2,1,4,4009,1,9,test,,,,,,,,,,9,24,70,83,14,28,64,63,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704705,IL23-621,IL23-621,subplot,740805,B4I_2025_ND_4009_subplot_3,1,4,4009,1,9,test,,,,,,,,,,7,23,74,71,10,30,65,64,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",544078,IL22-4235,,plot,734664,B4I_2025_ND_4010,1,4,4010,1,10,test,,733441,NDP250129Y,,178,2,214,184,219,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",544078,IL22-4235,,subplot,741163,B4I_2025_ND_4010_subplot_1,1,4,4010,1,10,test,,,,,,,,,,13,20,60,71,12,31,70,72,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",544078,IL22-4235,,subplot,741164,B4I_2025_ND_4010_subplot_2,1,4,4010,1,10,test,,,,,,,,,,7,21,68,85,20,33,68,71,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",544078,IL22-4235,,subplot,741165,B4I_2025_ND_4010_subplot_3,1,4,4010,1,10,test,,,,,,,,,,11,21,76,71,15,33,76,83,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704831,IL23-271,IL23-271,plot,734709,B4I_2025_ND_4011,1,4,4011,1,11,test,,733501,NDP250137G,,177,6,209,187,220,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704831,IL23-271,IL23-271,subplot,741115,B4I_2025_ND_4011_subplot_1,1,4,4011,1,11,test,,,,,,,,,,5,14,56,66,10,27,53,57,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704831,IL23-271,IL23-271,subplot,741116,B4I_2025_ND_4011_subplot_2,1,4,4011,1,11,test,,,,,,,,,,8,15,54,71,13,27,56,51,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704831,IL23-271,IL23-271,subplot,741117,B4I_2025_ND_4011_subplot_3,1,4,4011,1,11,test,,,,,,,,,,7,16,58,72,9,26,52,51,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704477,IL23-1608,IL23-1608,plot,734431,B4I_2025_ND_4012,1,4,4012,1,12,test,,733363,NDP250165Y,,176,5,209,182,218,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704477,IL23-1608,IL23-1608,subplot,741187,B4I_2025_ND_4012_subplot_1,1,4,4012,1,12,test,,,,,,,,,,6,22,66,67,7,24,58,57,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704477,IL23-1608,IL23-1608,subplot,741188,B4I_2025_ND_4012_subplot_2,1,4,4012,1,12,test,,,,,,,,,,5,22,58,65,13,26,58,64,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704477,IL23-1608,IL23-1608,subplot,741189,B4I_2025_ND_4012_subplot_3,1,4,4012,1,12,test,,,,,,,,,,7,21,63,65,17,27,63,62,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704859,IL23-3730,IL23-3730,plot,734362,B4I_2025_ND_4013,1,4,4013,1,13,test,,733340,NDP250076Y,,179,4,212,181,219,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704859,IL23-3730,IL23-3730,subplot,740518,B4I_2025_ND_4013_subplot_1,1,4,4013,1,13,test,,,,,,,,,,7,22,64,66,11,21,55,61,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704859,IL23-3730,IL23-3730,subplot,740519,B4I_2025_ND_4013_subplot_2,1,4,4013,1,13,test,,,,,,,,,,6,23,57,69,13,23,56,59,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704859,IL23-3730,IL23-3730,subplot,740520,B4I_2025_ND_4013_subplot_3,1,4,4013,1,13,test,,,,,,,,,,6,20,60,68,15,25,64,61,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704534,IL23-2843,IL23-2843,plot,734391,B4I_2025_ND_4014,1,4,4014,1,14,test,,733354,NDP150228Y,,180,3,217,181,218,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704534,IL23-2843,IL23-2843,subplot,740644,B4I_2025_ND_4014_subplot_1,1,4,4014,1,14,test,,,,,,,,,,6,24,65,73,20,21,66,71,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704534,IL23-2843,IL23-2843,subplot,740645,B4I_2025_ND_4014_subplot_2,1,4,4014,1,14,test,,,,,,,,,,2,20,59,76,8,23,62,71,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704534,IL23-2843,IL23-2843,subplot,740646,B4I_2025_ND_4014_subplot_3,1,4,4014,1,14,test,,,,,,,,,,7,21,65,62,8,22,66,79,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704624,IL23-1614,IL23-1614,plot,734316,B4I_2025_ND_4015,1,4,4015,1,15,test,,733362,NDP250139G,,178,1,214,179,220,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704624,IL23-1614,IL23-1614,subplot,741073,B4I_2025_ND_4015_subplot_1,1,4,4015,1,15,test,,,,,,,,,,6,20,60,68,15,24,68,66,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704624,IL23-1614,IL23-1614,subplot,741074,B4I_2025_ND_4015_subplot_2,1,4,4015,1,15,test,,,,,,,,,,8,19,60,72,10,25,68,77,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704624,IL23-1614,IL23-1614,subplot,741075,B4I_2025_ND_4015_subplot_3,1,4,4015,1,15,test,,,,,,,,,,5,19,64,66,10,25,74,76,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704897,IL23-4049,IL23-4049,plot,734439,B4I_2025_ND_4016,1,4,4016,1,16,test,,733332,NDP170008G,,179,1,216,179,220,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704897,IL23-4049,IL23-4049,subplot,740722,B4I_2025_ND_4016_subplot_1,1,4,4016,1,16,test,,,,,,,,,,8,20,58,64,13,25,62,70,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704897,IL23-4049,IL23-4049,subplot,740723,B4I_2025_ND_4016_subplot_2,1,4,4016,1,16,test,,,,,,,,,,7,21,67,66,21,28,65,70,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704897,IL23-4049,IL23-4049,subplot,740724,B4I_2025_ND_4016_subplot_3,1,4,4016,1,16,test,,,,,,,,,,7,18,60,66,9,26,69,69,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704984,IL23-661,IL23-661,plot,734562,B4I_2025_ND_4017,1,4,4017,1,17,test,,733493,NDP250083Y,,178,1,209,186,218,,,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704984,IL23-661,IL23-661,subplot,741466,B4I_2025_ND_4017_subplot_1,1,4,4017,1,17,test,,,,,,,,,,4,16,56,65,15,28,60,66,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6823,B4I_2025_ND,B4I 2025 spring oat pea intercrop trial with five locations,p-rep,,,,,,2025-May-12,2025-August-20,49,"Carrington, ND",704984,IL23-661,IL23-661,subplot,741467,B4I_2025_ND_4017_subplot_2,1,4,4017,1,17,test,,,,,,,,,,5,19,60,71,14,30,62,62,
